division,match_id,match_number,team_id,team,player_id,player_name,nationality,jersey_no,position,minutes_played,starter,captain,attacking_offloads,attacking_line_breaks,attacking_defenders_beaten,attacking_points,attacking_try_assists,attacking_tries,defence_discipline_tackles,defence_discipline_turnovers_won,defence_discipline_yellow_cards,defence_discipline_red_cards,defence_discipline_handling_errors,defence_discipline_knock_ons,defence_discipline_missed_tackles,defence_discipline_turnovers_conceded,defence_discipline_penalties_conceded,kicking_conversions,kicking_penalty_goals,other_dropped_goals,other_missed_conversions,other_tackle_success,other_lineouts_won,other_total_lineouts,other_penalty_conceded_offside
Women,168,13,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,34,1,0,5,0,0,0,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,39,0,0,0,1,6,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Women,168,13,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,35,1,0,0,2,8,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,168,13,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,34,1,1,1,1,0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,34,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,168,13,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1637,Ronja Hinterding,Germany,4,Back,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1639,Sarah Gossman,Germany,8,Forward,44,1,0,1,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1640,Shiniqwa Lamprecht,South Africa,6,Back,44,1,1,1,0,3,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1641,Sofia Gonzalez,Argentina,11,Back,44,1,0,1,1,7,9,0,1,2,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1642,Parbati Hansdah,,9,Scrumhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1643,Kyra Vincent,India,7,Wing,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1644,Gomti Thakur,India,1,Centre,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1666,Nia Imani Toliver,United States of America,28,Back,34,1,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1667,Kalyani Patil,India,16,Wing,29,1,0,2,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1668,Nirmalya Rout,India,12,Flyhalf,35,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Women,168,13,57,Kolkata Banga Tigers,1669,Ujjwala Ghuge,India,2,Forward,36,1,0,0,1,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,168,13,57,Kolkata Banga Tigers,2675,Pornnapa Nartsopha,Thailand,20,BACK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,168,13,57,Kolkata Banga Tigers,2678,Mahak,India,24,Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1624,Sheilla Chajira,Kenya,3,Forward,18,0,0,1,1,4,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,56,Chennai Bulls,1625,Chantelle Miell,United Kingdom,17,Forward,54,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1628,Muskan Piploda,India,7,Wing,58,1,0,1,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1629,Sapna Kumari,India,2,Forward,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1630,Sandhyarani Tudu,India,11,Centre,72,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,56,Chennai Bulls,1631,Amandeep Kaur,India,9,Prop,42,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,56,Chennai Bulls,1655,Larah Wright,Canada,47,Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1656,Carmen Izyk,Canada,8,Back,72,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Women,169,14,56,Chennai Bulls,1657,Sandhya Rai,,10,Flyhalf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,1682,Adia Pye,Canada,21,Back,72,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,56,Chennai Bulls,1683,Savannah Bauder,Canada,5,Fly Half,72,1,0,2,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
Women,169,14,56,Chennai Bulls,1684,Priyanka R,India,6,Fly Half,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,56,Chennai Bulls,2679,Jyothi Yellamma,India,1,Forward,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,58,Delhi Redz,73,Lavena Cavuru,Fiji,67,Back,72,1,0,1,1,4,7,1,1,5,0,1,0,1,1,0,0,0,1,0,0,3,5,0,0,0
Women,169,14,58,Delhi Redz,1633,Zintle Mpupha,South Africa,6,Back,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,58,Delhi Redz,1634,Saloni Kumari,India,5,Centre,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,58,Delhi Redz,1635,Guriya Kumari,India,3,Scrumhalf,42,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Women,169,14,58,Delhi Redz,1636,Rima Oraon,India,4,Flyhalf,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Women,169,14,58,Delhi Redz,1658,Camilla Carvalho,Brazil,77,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Women,169,14,58,Delhi Redz,1659,Isadora Lopes,Brazil,13,Back,72,1,0,1,2,7,5,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
Women,169,14,58,Delhi Redz,1660,Silika Qalo,Fiji,88,Back,67,1,0,0,1,4,5,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
Women,169,14,58,Delhi Redz,1661,Eden Kilgour,Canada,14,Back,42,1,1,0,2,0,5,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Women,169,14,58,Delhi Redz,1663,Dumuni Marndi,India,15,Scrumhalf,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,58,Delhi Redz,1664,Shikha Yadav,India,26,Forward,48,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
Women,169,14,58,Delhi Redz,1665,Vaishnavi Patil,India,9,Prop,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
